Genomes	C	S	D	F	M	n
xanthomonadales/GCA_902157455.1_A1_185070_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157455.1_A1_185070_calvados_genomic.fna.txt;99.2	0.0	99.2	0.4	0.4	1152	   
xanthomonadales/GCA_902157465.1_A1_185015_oise_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157465.1_A1_185015_oise_genomic.fna.txt;98.7	0.0	98.7	0.9	0.4	1152	   
xanthomonadales/GCA_902157475.1_A2_147025_isere_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157475.1_A2_147025_isere_genomic.fna.txt;99.3	0.0	99.3	0.4	0.3	1152	   
xanthomonadales/GCA_902157485.1_A2_1393-2_valdemarne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157485.1_A2_1393-2_valdemarne_genomic.fna.txt;99.4	0.0	99.4	0.3	0.3	1152	   
xanthomonadales/GCA_902157495.1_A2_150278_herault_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157495.1_A2_150278_herault_genomic.fna.txt;99.0	0.0	99.0	0.4	0.6	1152	   
xanthomonadales/GCA_902157505.1_A2_167339_valdoise_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157505.1_A2_167339_valdoise_genomic.fna.txt;99.3	0.0	99.3	0.4	0.3	1152	   
xanthomonadales/GCA_902157515.1_A3_150290_herault_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157515.1_A3_150290_herault_genomic.fna.txt;98.9	0.0	98.9	0.8	0.3	1152	   
xanthomonadales/GCA_902157525.1_A2_158590_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157525.1_A2_158590_calvados_genomic.fna.txt;99.1	0.0	99.1	0.5	0.4	1152	   
xanthomonadales/GCA_902157535.1_A2_169179_martinique_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157535.1_A2_169179_martinique_genomic.fna.txt;98.1	0.0	98.1	1.0	0.9	1152	   
xanthomonadales/GCA_902157545.1_A2_183112_seineetmarne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157545.1_A2_183112_seineetmarne_genomic.fna.txt;99.4	0.0	99.4	0.3	0.3	1152	   
xanthomonadales/GCA_902157555.1_A3_174768_paris_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157555.1_A3_174768_paris_genomic.fna.txt;99.0	0.0	99.0	0.8	0.2	1152	   
xanthomonadales/GCA_902157565.1_A3_187528_paris_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157565.1_A3_187528_paris_genomic.fna.txt;98.9	0.0	98.9	0.7	0.4	1152	   
xanthomonadales/GCA_902157575.1_A4_181007_paris_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157575.1_A4_181007_paris_genomic.fna.txt;99.3	0.0	99.3	0.5	0.2	1152	   
xanthomonadales/GCA_902157585.1_A6_150013_bouchesdurhone_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157585.1_A6_150013_bouchesdurhone_genomic.fna.txt;98.1	0.0	98.1	1.1	0.8	1152	   
xanthomonadales/GCA_902157595.1_H_105_bayonne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157595.1_H_105_bayonne_genomic.fna.txt;99.2	0.0	99.2	0.6	0.2	1152	   
xanthomonadales/GCA_902157605.1_H_103_bayonne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157605.1_H_103_bayonne_genomic.fna.txt;99.2	0.0	99.2	0.5	0.3	1152	   
xanthomonadales/GCA_902157615.1_H_107_bayonne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157615.1_H_107_bayonne_genomic.fna.txt;98.7	0.0	98.7	0.8	0.5	1152	   
xanthomonadales/GCA_902157625.1_A7_161579_calvados_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157625.1_A7_161579_calvados_genomic.fna.txt;98.3	0.0	98.3	1.4	0.3	1152	   
xanthomonadales/GCA_902157635.1_H_108_bayonne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157635.1_H_108_bayonne_genomic.fna.txt;99.0	0.0	99.0	0.9	0.1	1152	   
xanthomonadales/GCA_902157645.1_H_104_bayonne_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157645.1_H_104_bayonne_genomic.fna.txt;98.6	0.0	98.6	0.8	0.6	1152	   
xanthomonadales/GCA_902157655.1_A8_162024_morbihan_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157655.1_A8_162024_morbihan_genomic.fna.txt;97.8	0.1	97.7	1.6	0.6	1152	   
xanthomonadales/GCA_902157665.1_H_101_beauvais_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157665.1_H_101_beauvais_genomic.fna.txt;98.0	0.0	98.0	1.4	0.6	1152	   
xanthomonadales/GCA_902157675.1_H_102_saintnazaire_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157675.1_H_102_saintnazaire_genomic.fna.txt;98.3	0.0	98.3	1.1	0.6	1152	   
xanthomonadales/GCA_902157795.1_H_109_cholet_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157795.1_H_109_cholet_genomic.fna.txt;98.7	0.0	98.7	0.5	0.8	1152	   
xanthomonadales/GCA_902157805.1_H_117_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157805.1_H_117_stdenis_genomic.fna.txt;98.7	0.0	98.7	0.8	0.5	1152	   
xanthomonadales/GCA_902157815.1_H_116_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157815.1_H_116_stdenis_genomic.fna.txt;98.4	0.0	98.4	1.4	0.2	1152	   
xanthomonadales/GCA_902157825.1_H_113_st_nazaire_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157825.1_H_113_st_nazaire_genomic.fna.txt;99.2	0.0	99.2	0.4	0.4	1152	   
xanthomonadales/GCA_902157835.1_H_110_cholet_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157835.1_H_110_cholet_genomic.fna.txt;98.8	0.0	98.8	0.6	0.6	1152	   
xanthomonadales/GCA_902157845.1_H_118_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157845.1_H_118_stdenis_genomic.fna.txt;99.1	0.0	99.1	0.5	0.4	1152	   
xanthomonadales/GCA_902157855.1_H_115_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157855.1_H_115_stdenis_genomic.fna.txt;98.8	0.0	98.8	0.6	0.6	1152	   
xanthomonadales/GCA_902157865.1_H_111_cholet_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157865.1_H_111_cholet_genomic.fna.txt;98.5	0.0	98.5	1.0	0.5	1152	   
xanthomonadales/GCA_902157875.1_H_119_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157875.1_H_119_stdenis_genomic.fna.txt;99.2	0.0	99.2	0.5	0.3	1152	   
xanthomonadales/GCA_902157885.1_H_120_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157885.1_H_120_stdenis_genomic.fna.txt;99.3	0.0	99.3	0.4	0.3	1152	   
xanthomonadales/GCA_902157895.1_H_122_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157895.1_H_122_stdenis_genomic.fna.txt;99.0	0.0	99.0	0.7	0.3	1152	   
xanthomonadales/GCA_902157905.1_H_123_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157905.1_H_123_saintdenis_genomic.fna.txt;97.8	0.0	97.8	1.1	1.1	1152	   
xanthomonadales/GCA_902157915.1_H_135_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157915.1_H_135_saintdenis_genomic.fna.txt;99.1	0.0	99.1	0.5	0.4	1152	   
xanthomonadales/GCA_902157925.1_H_134_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157925.1_H_134_saintdenis_genomic.fna.txt;98.9	0.0	98.9	0.6	0.5	1152	   
xanthomonadales/GCA_902157935.1_H_128_saintdeneis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157935.1_H_128_saintdeneis_genomic.fna.txt;99.3	0.0	99.3	0.4	0.3	1152	   
xanthomonadales/GCA_902157945.1_H_133_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157945.1_H_133_saintdenis_genomic.fna.txt;99.1	0.0	99.1	0.6	0.3	1152	   
xanthomonadales/GCA_902157955.1_H_127_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157955.1_H_127_stdenis_genomic.fna.txt;99.4	0.0	99.4	0.5	0.1	1152	   
xanthomonadales/GCA_902157965.1_H_124_stdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157965.1_H_124_stdenis_genomic.fna.txt;98.3	0.0	98.3	1.2	0.5	1152	   
xanthomonadales/GCA_902157975.1_H_149_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157975.1_H_149_versailles_genomic.fna.txt;98.5	0.0	98.5	0.8	0.7	1152	   
xanthomonadales/GCA_902157985.1_H_145_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157985.1_H_145_saintdenis_genomic.fna.txt;98.9	0.0	98.9	0.7	0.4	1152	   
xanthomonadales/GCA_902157995.1_H_146_roubaix_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902157995.1_H_146_roubaix_genomic.fna.txt;98.7	0.0	98.7	1.0	0.3	1152	   
xanthomonadales/GCA_902158005.1_H_150_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158005.1_H_150_versailles_genomic.fna.txt;98.2	0.0	98.2	1.2	0.6	1152	   
xanthomonadales/GCA_902158015.1_H_138_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158015.1_H_138_saintdenis_genomic.fna.txt;99.1	0.0	99.1	0.3	0.6	1152	   
xanthomonadales/GCA_902158025.1_H_152_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158025.1_H_152_versailles_genomic.fna.txt;98.3	0.0	98.3	1.0	0.7	1152	   
xanthomonadales/GCA_902158035.1_H_142_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158035.1_H_142_saintdenis_genomic.fna.txt;99.1	0.0	99.1	0.7	0.2	1152	   
xanthomonadales/GCA_902158045.1_H_151_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158045.1_H_151_versailles_genomic.fna.txt;98.3	0.0	98.3	1.0	0.7	1152	   
xanthomonadales/GCA_902158055.1_H_144_saintdenis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158055.1_H_144_saintdenis_genomic.fna.txt;99.0	0.0	99.0	0.6	0.4	1152	   
xanthomonadales/GCA_902158065.1_H_153_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158065.1_H_153_versailles_genomic.fna.txt;98.4	0.0	98.4	1.0	0.6	1152	   
xanthomonadales/GCA_902158075.1_H_156_fougeres_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158075.1_H_156_fougeres_genomic.fna.txt;98.0	0.0	98.0	1.3	0.7	1152	   
xanthomonadales/GCA_902158085.1_H_154_fougeres_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158085.1_H_154_fougeres_genomic.fna.txt;98.4	0.0	98.4	0.8	0.8	1152	   
xanthomonadales/GCA_902158095.1_H_155_fougeres_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158095.1_H_155_fougeres_genomic.fna.txt;98.1	0.0	98.1	1.2	0.7	1152	   
xanthomonadales/GCA_902158105.1_H_160_stpierre_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158105.1_H_160_stpierre_genomic.fna.txt;98.1	0.0	98.1	1.1	0.8	1152	   
xanthomonadales/GCA_902158115.1_H_161_stpierre_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158115.1_H_161_stpierre_genomic.fna.txt;98.4	0.0	98.4	1.0	0.6	1152	   
xanthomonadales/GCA_902158125.1_H_163_stpierre_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158125.1_H_163_stpierre_genomic.fna.txt;97.9	0.0	97.9	1.4	0.7	1152	   
xanthomonadales/GCA_902158135.1_H_16_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158135.1_H_16_creteil_genomic.fna.txt;98.3	0.0	98.3	1.2	0.5	1152	   
xanthomonadales/GCA_902158145.1_H_165_stpierre_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158145.1_H_165_stpierre_genomic.fna.txt;97.7	0.0	97.7	1.6	0.7	1152	   
xanthomonadales/GCA_902158155.1_H_166_stpierre_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158155.1_H_166_stpierre_genomic.fna.txt;97.5	0.0	97.5	1.6	0.9	1152	   
xanthomonadales/GCA_902158165.1_H_167_stpierre_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158165.1_H_167_stpierre_genomic.fna.txt;98.6	0.0	98.6	0.7	0.7	1152	   
xanthomonadales/GCA_902158175.1_H_18_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158175.1_H_18_creteil_genomic.fna.txt;98.6	0.0	98.6	0.8	0.6	1152	   
xanthomonadales/GCA_902158185.1_H_190_caen_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158185.1_H_190_caen_genomic.fna.txt;98.8	0.0	98.8	0.6	0.6	1152	   
xanthomonadales/GCA_902158195.1_H_184_caen_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158195.1_H_184_caen_genomic.fna.txt;97.8	0.0	97.8	1.2	1.0	1152	   
xanthomonadales/GCA_902158205.1_H_185_caen_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158205.1_H_185_caen_genomic.fna.txt;98.1	0.0	98.1	1.3	0.6	1152	   
xanthomonadales/GCA_902158215.1_H_226_tourcoing_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158215.1_H_226_tourcoing_genomic.fna.txt;99.0	0.0	99.0	0.6	0.4	1152	   
xanthomonadales/GCA_902158225.1_H_210_mulhouse_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158225.1_H_210_mulhouse_genomic.fna.txt;98.8	0.0	98.8	0.5	0.7	1152	   
xanthomonadales/GCA_902158235.1_H_225_tourcoing_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158235.1_H_225_tourcoing_genomic.fna.txt;98.4	0.0	98.4	1.0	0.6	1152	   
xanthomonadales/GCA_902158245.1_H_219_tourcoing_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158245.1_H_219_tourcoing_genomic.fna.txt;98.0	0.0	98.0	1.1	0.9	1152	   
xanthomonadales/GCA_902158255.1_H_197_caen_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158255.1_H_197_caen_genomic.fna.txt;99.4	0.0	99.4	0.3	0.3	1152	   
xanthomonadales/GCA_902158265.1_H_223_tourcoing_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158265.1_H_223_tourcoing_genomic.fna.txt;98.1	0.0	98.1	1.0	0.9	1152	   
xanthomonadales/GCA_902158275.1_H_196_caen_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158275.1_H_196_caen_genomic.fna.txt;97.7	0.0	97.7	1.6	0.7	1152	   
xanthomonadales/GCA_902158285.1_H_202_aixenprovence_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158285.1_H_202_aixenprovence_genomic.fna.txt;97.6	0.0	97.6	1.6	0.8	1152	   
xanthomonadales/GCA_902158295.1_H_211_bastia_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158295.1_H_211_bastia_genomic.fna.txt;98.0	0.0	98.0	1.1	0.9	1152	   
xanthomonadales/GCA_902158305.1_H_22_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158305.1_H_22_creteil_genomic.fna.txt;99.0	0.0	99.0	0.6	0.4	1152	   
xanthomonadales/GCA_902158315.1_H_25_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158315.1_H_25_creteil_genomic.fna.txt;98.8	0.0	98.8	0.9	0.3	1152	   
xanthomonadales/GCA_902158325.1_H_28_tunis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158325.1_H_28_tunis_genomic.fna.txt;98.9	0.0	98.9	0.7	0.4	1152	   
xanthomonadales/GCA_902158335.1_H_26_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158335.1_H_26_creteil_genomic.fna.txt;99.0	0.0	99.0	0.5	0.5	1152	   
xanthomonadales/GCA_902158345.1_H_29_tunis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158345.1_H_29_tunis_genomic.fna.txt;99.0	0.0	99.0	0.8	0.2	1152	   
xanthomonadales/GCA_902158355.1_H_30_tunis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158355.1_H_30_tunis_genomic.fna.txt;99.0	0.0	99.0	0.3	0.7	1152	   
xanthomonadales/GCA_902158365.1_H_31_tunis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158365.1_H_31_tunis_genomic.fna.txt;98.6	0.0	98.6	1.0	0.4	1152	   
xanthomonadales/GCA_902158375.1_H_3_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158375.1_H_3_creteil_genomic.fna.txt;98.8	0.0	98.8	0.5	0.7	1152	   
xanthomonadales/GCA_902158385.1_H_35_tunis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158385.1_H_35_tunis_genomic.fna.txt;98.8	0.0	98.8	0.7	0.5	1152	   
xanthomonadales/GCA_902158395.1_H_32_tunis_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158395.1_H_32_tunis_genomic.fna.txt;99.5	0.0	99.5	0.3	0.2	1152	   
xanthomonadales/GCA_902158405.1_H_49_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158405.1_H_49_creteil_genomic.fna.txt;98.4	0.0	98.4	1.0	0.6	1152	   
xanthomonadales/GCA_902158415.1_H_59_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158415.1_H_59_creteil_genomic.fna.txt;98.3	0.0	98.3	1.1	0.6	1152	   
xanthomonadales/GCA_902158425.1_H_60_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158425.1_H_60_creteil_genomic.fna.txt;99.3	0.0	99.3	0.3	0.4	1152	   
xanthomonadales/GCA_902158435.1_H_97_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158435.1_H_97_creteil_genomic.fna.txt;98.5	0.0	98.5	1.0	0.5	1152	   
xanthomonadales/GCA_902158445.1_H_86_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158445.1_H_86_creteil_genomic.fna.txt;99.5	0.0	99.5	0.3	0.2	1152	   
xanthomonadales/GCA_902158455.1_H_69_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158455.1_H_69_creteil_genomic.fna.txt;99.2	0.0	99.2	0.2	0.6	1152	   
xanthomonadales/GCA_902158465.1_H_72_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158465.1_H_72_versailles_genomic.fna.txt;98.4	0.0	98.4	0.8	0.8	1152	   
xanthomonadales/GCA_902158475.1_H_75_beauvais_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158475.1_H_75_beauvais_genomic.fna.txt;98.9	0.0	98.9	0.7	0.4	1152	   
xanthomonadales/GCA_902158485.1_H_5_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158485.1_H_5_creteil_genomic.fna.txt;98.6	0.0	98.6	0.7	0.7	1152	   
xanthomonadales/GCA_902158495.1_H_7_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158495.1_H_7_creteil_genomic.fna.txt;98.6	0.0	98.6	0.5	0.9	1152	   
xanthomonadales/GCA_902158505.1_H_74_versailles_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158505.1_H_74_versailles_genomic.fna.txt;98.5	0.0	98.5	0.9	0.6	1152	   
xanthomonadales/GCA_902158515.1_H_91_creteil_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_902158515.1_H_91_creteil_genomic.fna.txt;98.6	0.0	98.6	0.7	0.7	1152	   
